0.0154083,-0.995023,-0.0984519,-1.12287
0.0124778,-0.995062,-0.0984674,-1.11897
0.0139331,-0.994995,-0.0989498,-1.12098
0.0119759,-0.994923,-0.0999251,-1.12609
0.0125149,-0.994923,-0.0998581,-1.12506
0.0109961,-0.995076,-0.0985071,-1.12465
0.0134131,-0.994462,-0.104238,-1.13427
0.0110194,-0.994888,-0.100382,-1.12296
0.010992,-0.994491,-0.104239,-1.12964
0.0139106,-0.994355,-0.105186,-1.13517
0.0139352,-0.994656,-0.1023,-1.12985
0.011992,-0.994681,-0.102299,-1.12948
0.0149156,-0.994934,-0.0994174,-1.12447
0.0134293,-0.994952,-0.0994494,-1.1251
0.0115247,-0.995124,-0.0979553,-1.11977
0.0114637,-0.994925,-0.0999632,-1.12667
0.0153486,-0.994632,-0.102329,-1.13341
0.0139049,-0.9948,-0.100892,-1.13145
0.0144185,-0.994844,-0.100386,-1.12612
0.0110383,-0.994939,-0.0998744,-1.12269
0.00956084,-0.994903,-0.10038,-1.12297
0.0148904,-0.994884,-0.0999206,-1.12472
0.0134514,-0.994464,-0.104215,-1.13112
0.0149189,-0.994692,-0.101811,-1.12915
0.012003,-0.994732,-0.101808,-1.12622
0.0110016,-0.994542,-0.103753,-1.13567
0.0153927,-0.995021,-0.0984682,-1.12402
0.012006,-0.995164,-0.0974856,-1.1213
0.0149022,-0.994443,-0.104218,-1.13285
0.0100393,-0.995136,-0.0980024,-1.12107
0.0129558,-0.99496,-0.0994354,-1.12283
0.0139069,-0.994456,-0.104232,-1.13013
0.0139501,-0.994852,-0.100369,-1.12507
0.0134713,-0.994262,-0.106124,-1.13598
0.0071207,-0.994874,-0.100875,-1.12556
0.0109951,-0.994492,-0.104237,-1.13196
0.010514,-0.994295,-0.106145,-1.13626
0.0104956,-0.994888,-0.100441,-1.12282
0.0149285,-0.994643,-0.102284,-1.13028
0.00857263,-0.994314,-0.106145,-1.13256
0.0119365,-0.994822,-0.100928,-1.12615
0.015352,-0.994384,-0.104712,-1.13278
0.0115107,-0.995027,-0.0989377,-1.12241
0.0080991,-0.995387,-0.0955956,-1.11835
0.0119884,-0.994681,-0.102303,-1.13147
0.0124422,-0.994819,-0.100902,-1.12446
0.0090683,-0.994761,-0.101827,-1.12458
0.0139196,-0.994356,-0.105181,-1.13469
0.0124889,-0.995016,-0.0989312,-1.12505
0.0139543,-0.994804,-0.100845,-1.12438
0.0153927,-0.994284,-0.105651,-1.13398
0.0187821,-0.994723,-0.100866,-1.12707
0.0159024,-0.99525,-0.0960448,-1.11498
0.0139266,-0.995367,-0.0951298,-1.11403
0.0158887,-0.994823,-0.100375,-1.12948
0.014447,-0.994846,-0.100359,-1.13007
0.0129581,-0.994718,-0.101826,-1.13195
0.0144246,-0.995036,-0.0984644,-1.12279
0.015906,-0.994968,-0.0989205,-1.12174
0.0158476,-0.994377,-0.104707,-1.13586
0.0129834,-0.994866,-0.100362,-1.12577
0.0149385,-0.994644,-0.102277,-1.12581
0.0134407,-0.99476,-0.10135,-1.13106
0.0124841,-0.994871,-0.100376,-1.128
0.0154433,-0.994785,-0.100821,-1.12867
0.0129662,-0.994719,-0.101818,-1.12818
0.015888,-0.994726,-0.101334,-1.12667
0.015867,-0.994821,-0.100393,-1.12784
0.00956451,-0.994408,-0.10517,-1.1323
0.0134429,-0.994463,-0.10422,-1.13299
0.0129645,-0.995056,-0.0984666,-1.12275
0.0129793,-0.994866,-0.100366,-1.12537
0.0110098,-0.994838,-0.100875,-1.12349
0.0100181,-0.99435,-0.105675,-1.13611
0.00954486,-0.994657,-0.102798,-1.1284
0.0163435,-0.995098,-0.0975315,-1.12184
0.010526,-0.994795,-0.10135,-1.12803
0.0129787,-0.994769,-0.101327,-1.12574
0.0114809,-0.995023,-0.0989843,-1.12241
0.0124458,-0.994273,-0.106147,-1.13908
0.010021,-0.994749,-0.101856,-1.12917
0.0138883,-0.994355,-0.105196,-1.13193
0.0143768,-0.994936,-0.0994724,-1.12498
0.0129571,-0.995149,-0.0975195,-1.11986
0.0105307,-0.994648,-0.102781,-1.13012
0.012473,-0.994375,-0.105177,-1.13579
0.0119799,-0.994482,-0.104225,-1.13552
0.0124617,-0.994917,-0.0999244,-1.12343
0.0139626,-0.994707,-0.101798,-1.12475
0.0163286,-0.994568,-0.102798,-1.13213
0.0129567,-0.99452,-0.103742,-1.1296
0.0114969,-0.994487,-0.104223,-1.13733
0.0105161,-0.994597,-0.103276,-1.12707
0.0173016,-0.994987,-0.098497,-1.12271
0.0139135,-0.994752,-0.101361,-1.12819
0.0119632,-0.99463,-0.102805,-1.12983
0.0134351,-0.994563,-0.103268,-1.13266
0.014906,-0.994981,-0.0989482,-1.12534
0.0143812,-0.994889,-0.0999449,-1.1274
0.0139608,-0.995093,-0.0979574,-1.12148
0.0134677,-0.994364,-0.105165,-1.1361
0.0139466,-0.994996,-0.0989342,-1.12336
0.0134446,-0.994711,-0.101825,-1.12798
