-0.013708,-0.993945,-0.109016,-1.19781
-0.0153525,-0.993763,-0.110449,-1.20188
-0.0127419,-0.993694,-0.111397,-1.20272
-0.013312,-0.993686,-0.111405,-1.20279
-0.0138362,-0.993186,-0.115719,-1.21261
-0.0104546,-0.993447,-0.113815,-1.21262
-0.0128356,-0.993421,-0.113798,-1.21322
-0.0152455,-0.993924,-0.109011,-1.19726
-0.0138157,-0.993733,-0.110927,-1.2017
-0.0147409,-0.993931,-0.109012,-1.19793
-0.0171168,-0.993629,-0.111392,-1.19759
-0.0118531,-0.993758,-0.110928,-1.20166
-0.0133027,-0.993793,-0.110448,-1.19914
-0.0148071,-0.993825,-0.109968,-1.19922
-0.0172732,-0.993944,-0.108525,-1.19538
-0.0137792,-0.993892,-0.109491,-1.19865
-0.0133033,-0.993686,-0.111404,-1.20421
-0.0167254,-0.993581,-0.111879,-1.20139
-0.0128926,-0.993851,-0.109972,-1.19805
-0.0128467,-0.992861,-0.118584,-1.22686
-0.0139038,-0.993996,-0.108528,-1.19832
-0.0124061,-0.993589,-0.112373,-1.20744
-0.015828,-0.994278,-0.105643,-1.18805
-0.0142219,-0.993404,-0.11378,-1.21514
-0.0123217,-0.993964,-0.109015,-1.19628
-0.0161564,-0.994013,-0.108058,-1.19556
-0.0166429,-0.993637,-0.111394,-1.20234
-0.0113725,-0.994131,-0.107579,-1.19406
-0.0142012,-0.993886,-0.109491,-1.19806
-0.00942177,-0.993837,-0.110452,-1.19914
-0.0132607,-0.99358,-0.112353,-1.20711
-0.014256,-0.993833,-0.109968,-1.20049
-0.0133318,-0.993193,-0.115714,-1.21399
-0.0128578,-0.99401,-0.108533,-1.19507
